FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,155580,614272,769852,0.0114,337665,-0.0035
2025,R4,2,155580,605610,761190,-0.0204,338841,0.0026
2024,R4,2,155580,621454,777034,0.0415,337964,0.014
2023,R4,2,155580,590509,746089,0.0694,333300,0.0616
2022,R4,2,155580,542101,697681,-0.1089,313956,-0.0416
2021,R4,2,155580,627338,782918,0.0419,327595,0.0261
2020,R4,2,155580,595880,751460,0.0362,319248,0.0335
2019,R4,2,155580,569627,725207,0.0507,308887,0.0266
2018,R4,2,155580,534606,690186,0.2179,300887,0.2513
2017,R4,2,155580,411105,566685,,240463,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 11 2016 00:00:00 GMT-0500 (Eastern Standard Time),7299689,"56TH AND PARK (NY) OWNER, LLC",PARK VIEW 49A LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2016031501517001,Mon Mar 28 2016 10:55:07 GMT-0400 (Eastern Daylight Time)
