FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,RB,4,41209,177343,218552,0.0794,85728,0.0513
2025,RB,4,41209,161269,202478,0.0563,81544,0.0392
2024,RB,4,41209,150482,191691,0.0838,78465,0.0276
2023,RB,4,41209,135653,176862,0.0852,76357,0.0411
2022,RB,4,41209,121769,162978,-0.0528,73340,-0.0283
2021,RB,4,41209,130847,172056,0.0225,75476,0.0085
2020,RB,4,41209,127056,168265,0.0737,74843,0.0995
2019,RB,4,41209,115505,156714,0.0211,68070,0.0237
2018,RB,4,41209,112261,153470,0.0224,66494,0.0439
2017,RB,4,41209,108893,150102,,63695,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Nov 15 2023 00:00:00 GMT-0500 (Eastern Standard Time),450000,"56TH AND PARK (NY) OWNER, LLC","432 PARK AVENUE TRUST; PHYLLIS KAMYSEK, ESQ., AS TRUSTEE",-,COMMERCIAL REAL ESTATE,2023112100263003,Wed Nov 22 2023 15:24:39 GMT-0500 (Eastern Standard Time)
