FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,355007,1401658,1756665,0.0114,770492,-0.0035
2025,R4,2,355007,1381894,1736901,-0.0204,773176,0.0026
2024,R4,2,355007,1418048,1773055,0.0415,771178,0.014
2023,R4,2,355007,1347436,1702443,0.0694,760534,0.0616
2022,R4,2,355007,1236977,1591984,-0.1089,716393,-0.0416
2021,R4,2,355007,1431474,1786481,0.0419,747515,0.0261
2020,R4,2,355007,1359691,1714698,0.0362,728473,0.0336
2019,R4,2,355007,1299787,1654794,0.0507,704824,0.0266
2018,R4,2,355007,1219875,1574882,0.2179,686566,0.2513
2017,R4,2,355007,938068,1293075,,548688,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Nov 09 2018 00:00:00 GMT-0500 (Eastern Standard Time),15443814,56TH AND PARK (NY) OWNER LLC,NYPARKAVENUE INC.,-,SINGLE RESIDENTIAL CONDO UNIT,2018112100083001,
