FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,RB,4,85055,366033,451088,0.0794,176945,0.0513
2025,RB,4,85055,332858,417913,0.0563,168309,0.0392
2024,RB,4,85055,310594,395649,0.0838,161953,0.0276
2023,RB,4,85055,279986,365041,0.0852,157602,0.0411
2022,RB,4,85055,251330,336385,-0.0528,151374,-0.0283
2021,RB,4,85055,270067,355122,0.0225,155781,0.0085
2020,RB,4,85055,262241,347296,0.0737,154474,0.0995
2019,RB,4,85055,238401,323456,0.0211,140492,0.0237
2018,RB,4,85055,231705,316760,0.0224,137239,0.044
2017,RB,4,85055,224754,309809,,131461,
,,,,,,,,
,,,,,,,,
,,,,,,,,
ND,,,,,,,,
