FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,700499,2765754,3466253,0.0114,1520338,-0.0035
2025,R4,2,700499,2726754,3427253,-0.0204,1525633,0.0026
2024,R4,2,700499,2798093,3498592,0.0415,1521690,0.014
2023,R4,2,700499,2658763,3359262,2.2712,1500688,2.2474
2022,R4,2,229001,797928,1026929,-0.1089,462118,-0.0416
2021,R4,2,229001,923391,1152392,0.0419,482192,0.0261
2020,R4,2,229001,877086,1106087,0.0362,469912,0.0336
2019,R4,2,229001,838444,1067445,0.0507,454657,0.0266
2018,R4,2,229001,786896,1015897,0.2179,442881,0.2513
2017,R4,2,229001,605112,834113,,353943,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue Apr 26 2022 00:00:00 GMT-0400 (Eastern Daylight Time),70500000,"BLESSINGS INVESTMENTS, LP","BLUE CASTLE INVESTMENTS, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2022042800890001,Thu May 05 2022 14:34:27 GMT-0400 (Eastern Daylight Time)
DEED,Fri Sep 09 2016 00:00:00 GMT-0400 (Eastern Daylight Time),18572987,56TH AND PARK (NY) OWNER LLC,"BLESSINGS INVESTMENTS, LP",-,SINGLE RESIDENTIAL CONDO UNIT,2016091501038003,Tue Sep 20 2016 11:45:38 GMT-0400 (Eastern Daylight Time)
