FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,699052,2760038,3459090,0.0114,1517196,-0.0035
2025,R4,2,699052,2721119,3420171,-0.0204,1522480,0.0026
2024,R4,2,699052,2792311,3491363,0.0415,1518545,0.014
2023,R4,2,699052,2653268,3352320,0.0694,1497587,0.0616
2022,R4,2,699052,2435760,3134812,-0.1089,1410665,-0.0416
2021,R4,2,699052,2818749,3517801,0.0419,1471949,0.0261
2020,R4,2,699052,2677399,3376451,0.0362,1434451,0.0336
2019,R4,2,699052,2559441,3258493,0.0507,1387881,0.0266
2018,R4,2,699052,2402084,3101136,0.2179,1351929,0.2513
2017,R4,2,699088,1847129,2546217,,1080428,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Mar 31 2016 00:00:00 GMT-0400 (Eastern Daylight Time),44833409,"56TH AND PARK (NY) OWNER, LLC",432 PARK LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2016040400577001,Thu Apr 14 2016 16:05:23 GMT-0400 (Eastern Daylight Time)
