FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,RB,4,86658,372931,459589,0.0794,180280,0.0513
2025,RB,4,86658,339130,425788,0.0563,171480,0.0392
2024,RB,4,86658,316447,403105,0.0838,165005,0.0276
2023,RB,4,86658,285263,371921,0.0852,160571,0.0411
2022,RB,4,86658,256066,342724,-0.0528,154226,-0.0283
2021,RB,4,86658,275156,361814,0.0225,158717,0.0085
2020,RB,4,86658,267183,353841,0.0737,157386,0.0995
2019,RB,4,86658,242894,329552,0.0211,143143,0.0237
2018,RB,4,86658,236071,322729,0.0224,139828,0.044
2017,RB,4,86658,228989,315647,,133941,
,,,,,,,,
,,,,,,,,
,,,,,,,,
ND,,,,,,,,
