FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,360125,1421869,1781994,0.0114,781601,-0.0035
2025,R4,2,360125,1401819,1761944,-0.0204,784324,0.0026
2024,R4,2,360125,1438494,1798619,0.0415,782297,0.014
2023,R4,2,360125,1366865,1726990,0.0694,771500,0.0616
2022,R4,2,360125,1254813,1614938,-0.1089,726722,-0.0416
2021,R4,2,360125,1452114,1812239,0.0419,758293,0.0261
2020,R4,2,360125,1379296,1739421,0.0362,738974,0.0336
2019,R4,2,360125,1318529,1678654,0.0507,714983,0.0266
2018,R4,2,360125,1237464,1597589,0.2179,696464,0.2513
2017,R4,2,360147,951575,1311722,,556600,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Dec 29 2017 00:00:00 GMT-0500 (Eastern Standard Time),60083577,"56TH AND PARK (NY) OWNER, LLC","432 EAST RESIDENCE TRUST; JAMES KAUFMAN, TRUSTEE",-,SINGLE RESIDENTIAL CONDO UNIT,2018010400031001,Fri Jan 05 2018 09:58:06 GMT-0500 (Eastern Standard Time)
