FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,385306,1521287,1906593,0.0114,836253,-0.0035
2025,R4,2,385306,1499835,1885141,-0.0204,839165,0.0026
2024,R4,2,385306,1539075,1924381,0.0415,836997,0.014
2023,R4,2,385306,1462437,1847743,0.0694,825445,0.0616
2022,R4,2,385306,1342550,1727856,-0.1089,777536,-0.0416
2021,R4,2,385306,1553648,1938954,0.0419,811314,0.0261
2020,R4,2,385306,1475738,1861044,0.0362,790646,0.0336
2019,R4,2,385306,1410721,1796027,0.0507,764977,0.0266
2018,R4,2,385306,1323989,1709295,0.2179,745162,0.2513
2017,R4,2,385306,1018130,1403436,,595517,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon May 02 2016 00:00:00 GMT-0400 (Eastern Daylight Time),21060740,56TH AND PARK (NY) OWNER LLC,ANDOVER ACQUISITIONS LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2016050400968002,Wed May 11 2016 12:07:59 GMT-0400 (Eastern Daylight Time)
