FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,144693,907977,1052670,0.0632,433993,0.0173
2025,R4,2,144693,845448,990141,0.0244,426624,0.0041
2024,R4,2,144693,821837,966530,0.0327,424883,0.0088
2023,R4,2,144693,791263,935956,0.0674,421180,0.0674
2022,R4,2,144693,732171,876864,,394589,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Feb 13 2020 00:00:00 GMT-0500 (Eastern Standard Time),6100000,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",369 COM LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020021900704001,Fri Feb 21 2020 17:07:14 GMT-0500 (Eastern Standard Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
