FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,250452,1571642,1822094,0.0632,751211,0.0173
2025,R4,2,250452,1463409,1713861,0.0244,738456,0.0041
2024,R4,2,250452,1422540,1672992,0.0327,735444,0.0088
2023,R4,2,250452,1369619,1620071,0.0674,729032,0.0674
2022,R4,2,250452,1267335,1517787,,683004,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Feb 14 2020 00:00:00 GMT-0500 (Eastern Standard Time),11000000,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",INTELLIGENCE WORKS INC.,-,SINGLE RESIDENTIAL CONDO UNIT,2020022500352001,Wed Feb 26 2020 14:57:57 GMT-0500 (Eastern Standard Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
