FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,210889,1323372,1534261,0.0632,632543,0.0173
2025,R4,2,210889,1232236,1443125,0.0244,621804,0.0041
2024,R4,2,210889,1197824,1408713,0.0327,619266,0.0088
2023,R4,2,210889,1153263,1364152,0.0674,613868,0.0674
2022,R4,2,210889,1067136,1278025,,575111,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Sep 09 2020 00:00:00 GMT-0400 (Eastern Daylight Time),7250325,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",53W53 24A LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020091700133001,Fri Sep 18 2020 09:28:00 GMT-0400 (Eastern Daylight Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
