FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,208015,1305340,1513355,0.0632,623925,0.0173
2025,R4,2,208015,1215446,1423461,0.0244,613331,0.0041
2024,R4,2,208015,1181502,1389517,0.0327,610828,0.0088
2023,R4,2,208015,1137548,1345563,0.0674,605504,0.0674
2022,R4,2,208015,1052595,1260610,,567275,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Apr 01 2022 00:00:00 GMT-0400 (Eastern Daylight Time),7330000,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",SENILLOSA LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022040500586001,Thu Apr 14 2022 11:50:48 GMT-0400 (Eastern Daylight Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
