FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,86486,542719,629205,0.0632,259407,0.0173
2025,R4,2,86486,505344,591830,0.0244,255002,0.0041
2024,R4,2,86486,491231,577717,0.0327,253961,0.0088
2023,R4,2,86486,472956,559442,0.0674,251749,0.0674
2022,R4,2,86486,437636,524122,,235855,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Jan 27 2020 00:00:00 GMT-0500 (Eastern Standard Time),3418618,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",53 W53 24E GROUP LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020020700355002,Fri Feb 07 2020 13:37:02 GMT-0500 (Eastern Standard Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
