FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,123527,775156,898683,0.0632,370507,0.0173
2025,R4,2,123527,721774,845301,0.0244,364216,0.0041
2024,R4,2,123527,701617,825144,0.0327,362730,0.0088
2023,R4,2,123527,675515,799042,0.0674,359569,0.0674
2022,R4,2,123527,625067,748594,,336867,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Aug 21 2023 00:00:00 GMT-0400 (Eastern Daylight Time),4150000,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",GFT FOUR LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023091600026001,Wed Sep 20 2023 09:51:47 GMT-0400 (Eastern Daylight Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
