FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,102676,644314,746990,0.0632,307967,0.0173
2025,R4,2,102676,599942,702618,0.0244,302737,0.0041
2024,R4,2,102676,583188,685864,0.0327,301502,0.0088
2023,R4,2,102676,561492,664168,0.0674,298875,0.0674
2022,R4,2,102676,519559,622235,,280006,
2021,R4,2,0,0,0,,0,
,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Jan 30 2020 00:00:00 GMT-0500 (Eastern Standard Time),3260000,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",META INDUSTRY LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020020500165004,Fri Feb 07 2020 11:37:59 GMT-0500 (Eastern Standard Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
