FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,169538,1063887,1233425,0.0632,508515,0.0173
2025,R4,2,169538,990621,1160159,0.0244,499880,0.0041
2024,R4,2,169538,962956,1132494,0.0327,497842,0.0088
2023,R4,2,169538,927133,1096671,0.0674,493502,0.0674
2022,R4,2,169538,857894,1027432,,462344,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Jan 17 2025 00:00:00 GMT-0500 (Eastern Standard Time),5550000,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC","DB NEW YORK REALTY HOLDINGS, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2025012700589003,Mon Feb 10 2025 10:26:19 GMT-0500 (Eastern Standard Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
