FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,145919,915673,1061592,0.0632,437672,0.0173
2025,R4,2,145919,852614,998533,0.0244,430241,0.0041
2024,R4,2,145919,828803,974722,0.0327,428485,0.0088
2023,R4,2,145919,797970,943889,0.0674,424751,0.0674
2022,R4,2,145919,738377,884296,,397934,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
