FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,248700,1560647,1809347,0.0632,745954,0.0173
2025,R4,2,248700,1453171,1701871,0.0244,733290,0.0041
2024,R4,2,248700,1412588,1661288,0.0327,730299,0.0088
2023,R4,2,248700,1360037,1608737,0.0674,723932,0.0674
2022,R4,2,248700,1258469,1507169,,678226,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Jan 24 2020 00:00:00 GMT-0500 (Eastern Standard Time),11560138,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",IRONY 53 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020020401036001,Wed Feb 05 2020 10:18:53 GMT-0500 (Eastern Standard Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
