FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,352848,2214196,2567044,0.0632,1058339,0.0173
2025,R4,2,352848,2061713,2414561,0.0244,1040371,0.0041
2024,R4,2,352848,2004136,2356984,0.0327,1036127,0.0088
2023,R4,2,352848,1929578,2282426,0.0674,1027092,0.0674
2022,R4,2,352848,1785476,2138324,,962246,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Aug 31 2020 00:00:00 GMT-0400 (Eastern Daylight Time),29939550,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC","THE MOMA CONDO TRUST DATED DECEMBER 11, 2019; CRAIG C. MARTIN, SUCCESSOR TRUSTEE",-,SINGLE RESIDENTIAL CONDO UNIT,2020090400418001,Fri Sep 04 2020 16:38:38 GMT-0400 (Eastern Daylight Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
