FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,176266,1106109,1282375,0.0632,528696,0.0173
2025,R4,2,176266,1029935,1206201,0.0244,519719,0.0041
2024,R4,2,176266,1001172,1177438,0.0327,517599,0.0088
2023,R4,2,176266,963927,1140193,0.0674,513087,0.0674
2022,R4,2,176266,891940,1068206,,480693,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Aug 14 2023 00:00:00 GMT-0400 (Eastern Daylight Time),6250000,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC","SHOJIN PROPERTIES, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2023081700315001,Wed Aug 23 2023 09:48:30 GMT-0400 (Eastern Daylight Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
