FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,146830,921391,1068221,0.0632,440404,0.0173
2025,R4,2,146830,857938,1004768,0.0244,432927,0.0041
2024,R4,2,146830,833978,980808,0.0327,431161,0.0088
2023,R4,2,146830,802953,949783,0.0674,427403,0.0674
2022,R4,2,146830,742988,889818,,400419,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Jul 10 2020 00:00:00 GMT-0400 (Eastern Daylight Time),7232575,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",GR STANDARD LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020071400242001,Mon Jul 20 2020 15:47:32 GMT-0400 (Eastern Daylight Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
