FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,246878,1549212,1796090,0.0632,740491,0.0173
2025,R4,2,246878,1442523,1689401,0.0244,727918,0.0041
2024,R4,2,246878,1402238,1649116,0.0327,724949,0.0088
2023,R4,2,246878,1350072,1596950,0.0674,718627,0.0674
2022,R4,2,246878,1249248,1496126,,673257,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue Nov 16 2021 00:00:00 GMT-0500 (Eastern Standard Time),11231500,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC","MOMA PLACE, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2021112200269001,Tue Nov 30 2021 12:08:39 GMT-0500 (Eastern Standard Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
