FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,250908,1574500,1825408,0.0632,752577,0.0173
2025,R4,2,250908,1466071,1716979,0.0244,739800,0.0041
2024,R4,2,250908,1425128,1676036,0.0327,736782,0.0088
2023,R4,2,250908,1372110,1623018,0.0674,730359,0.0674
2022,R4,2,250908,1269640,1520548,,684247,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Jan 22 2020 00:00:00 GMT-0500 (Eastern Standard Time),11151566,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC","53 WEST 53 51B, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2020020501373001,Thu Feb 06 2020 09:27:16 GMT-0500 (Eastern Standard Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
