FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,223960,1405396,1629356,0.0632,671749,0.0173
2025,R4,2,223960,1308611,1532571,0.0244,660344,0.0041
2024,R4,2,223960,1272066,1496026,0.0327,657650,0.0088
2023,R4,2,223960,1224743,1448703,0.0674,651916,0.0674
2022,R4,2,223960,1133278,1357238,,610757,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Aug 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),7950000,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",CAAMA LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020081000467001,Mon Aug 10 2020 14:58:09 GMT-0400 (Eastern Daylight Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
