FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,146340,918312,1064652,0.0632,438933,0.0173
2025,R4,2,146340,855071,1001411,0.0244,431480,0.0041
2024,R4,2,146340,831192,977532,0.0327,429720,0.0088
2023,R4,2,146340,800270,946610,0.0674,425975,0.0674
2022,R4,2,146340,740505,886845,,399080,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue Oct 06 2020 00:00:00 GMT-0400 (Eastern Daylight Time),5500000,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",LIBERTY ENTERPRISES HOLDING LIMITED,-,SINGLE RESIDENTIAL CONDO UNIT,2020101401164001,Fri Nov 13 2020 14:57:19 GMT-0500 (Eastern Standard Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
