FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,93530,586919,680449,0.0632,280534,0.0173
2025,R4,2,93530,546500,640030,0.0244,275770,0.0041
2024,R4,2,93530,531238,624768,0.0327,274645,0.0088
2023,R4,2,93530,511475,605005,0.0674,272253,0.0674
2022,R4,2,93530,473278,566808,,255064,
2021,R4,2,0,0,0,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Jan 31 2020 00:00:00 GMT-0500 (Eastern Standard Time),3037385,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC",ARBORA SKY LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020021201124001,Thu Feb 13 2020 14:57:09 GMT-0500 (Eastern Standard Time)
DEED,Mon Dec 30 2019 00:00:00 GMT-0500 (Eastern Standard Time),-,"W2005/HINES WEST FIFTY-THIRD REALTY, LLC; THE MUSEUM OF MODERN ART","W2005/HINES WEST FIFTY-THIRD REALTY, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2019123001281002,Thu Jan 02 2020 10:51:20 GMT-0500 (Eastern Standard Time)
