FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,81216,1437570,1518786,-0.0614,683454,-0.049
2025,R4,2,81216,1536923,1618139,-0.0316,718684,-0.0107
2024,R4,2,81216,1589661,1670877,0.0009,726471,0.2726
2023,R4,2,81216,1588076,1669292,0.0002,570838,0.0282
2022,R4,2,81216,1587714,1668930,0.0005,555176,0.3012
2021,R4,2,81216,1586882,1668098,0.0142,426676,-0.0036
2020,R4,2,81216,1563505,1644721,-0.0004,428198,0.4296
2019,R4,2,81216,1564139,1645355,0.003,299519,0.0324
2018,R4,2,81216,1559192,1640408,-0.0503,290125,0.8749
2017,R4,2,81216,1646066,1727282,0.1943,154742,0.0415
2016,R4,2,81216,1365038,1446254,0.0447,148570,4.1993
2015,R4,2,81216,1303193,1384409,,28575,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Mar 03 2022 00:00:00 GMT-0500 (Eastern Standard Time),13681550,EXTELL WEST 57TH STREET LLC,SHISHITONARA LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022030701302001,Fri Mar 11 2022 13:38:49 GMT-0500 (Eastern Standard Time)
