FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,431514,7638039,8069553,-0.0614,3631299,-0.049
2025,R4,2,431514,8165916,8597430,-0.0316,3818487,-0.0107
2024,R4,2,431514,8446124,8877638,0.0009,3859864,0.2726
2023,R4,2,431514,8437699,8869213,0.0002,3032962,0.0282
2022,R4,2,431514,8435775,8867289,0.0005,2949745,0.3012
2021,R4,2,431514,8431358,8862872,0.0142,2267005,-0.0036
2020,R4,2,431514,8307151,8738665,-0.0004,2275087,0.4296
2019,R4,2,431514,8310519,8742033,0.003,1591388,0.0324
2018,R4,2,431514,8284234,8715748,-0.0503,1541475,0.8749
2017,R4,2,431514,8745810,9177324,0.1943,822165,0.0415
2016,R4,2,431514,7252665,7684179,0.0447,789374,4.1994
2015,R4,2,431514,6924069,7355583,,151821,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 27 2015 00:00:00 GMT-0400 (Eastern Daylight Time),91541053,EXTELL WEST 57TH STREET LLC,57157 CO. LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2015040601309001,Thu Apr 09 2015 16:48:52 GMT-0400 (Eastern Daylight Time)
