FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,82650,1462947,1545597,-0.0614,695519,-0.049
2025,R4,2,82650,1564053,1646703,-0.0316,731370,-0.0107
2024,R4,2,82650,1617723,1700373,0.001,739296,0.2726
2023,R4,2,82650,1616109,1698759,0.0002,580915,0.0282
2022,R4,2,82650,1615741,1698391,0.0005,564977,0.3012
2021,R4,2,82650,1614895,1697545,0.0142,434209,-0.0036
2020,R4,2,82650,1591105,1673755,-0.0004,435758,0.4296
2019,R4,2,82650,1591750,1674400,0.003,304805,0.0324
2018,R4,2,82650,1586715,1669365,-0.0503,295245,0.8749
2017,R4,2,82650,1675123,1757773,0.1943,157473,0.0415
2016,R4,2,82650,1389135,1471785,0.0447,151193,4.1994
2015,R4,2,82650,1326197,1408847,,29079,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon May 02 2022 00:00:00 GMT-0400 (Eastern Daylight Time),14294000,EXTELL WEST 57TH STREET LLC,"A&R BIG APPLE, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2022052600320001,Mon Jun 06 2022 14:14:52 GMT-0400 (Eastern Daylight Time)
