FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,23832,530290,554122,-0.053,244374,-0.0289
2025,R4,2,23832,561300,585132,0.0085,251640,-0.0039
2024,R4,2,23832,556392,580224,0.0065,252629,0.2736
2023,R4,2,23832,552621,576453,0.019,198353,0.0298
2022,R4,2,23832,541847,565679,-0.0507,192617,0.3077
2021,R4,2,23832,572042,595874,0.0338,147295,0.0203
2020,R4,2,23832,552557,576389,0.0047,144358,0.4519
2019,R4,2,23832,549871,573703,0.022,99426,0.0454
2018,R4,2,23832,537499,561331,,95112,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Aug 03 2017 00:00:00 GMT-0400 (Eastern Daylight Time),3641751,EXTELL WEST 57TH STREET LLC,"GUILLE, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2017081601294001,
