FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,95683,1693644,1789327,-0.0614,805197,-0.049
2025,R4,2,95683,1810694,1906377,-0.0316,846701,-0.0107
2024,R4,2,95683,1872827,1968510,0.0009,855877,0.2726
2023,R4,2,95683,1870959,1966642,0.0002,672521,0.0282
2022,R4,2,95683,1870532,1966215,0.0005,654070,0.3012
2021,R4,2,95683,1869552,1965235,0.0142,502680,-0.0036
2020,R4,2,95683,1842011,1937694,-0.0004,504472,0.4296
2019,R4,2,95683,1842758,1938441,0.003,352870,0.0324
2018,R4,2,95683,1836930,1932613,-0.0503,341802,0.8749
2017,R4,2,95683,1939278,2034961,0.1943,182305,0.0415
2016,R4,2,95683,1608191,1703874,0.0447,175034,4.1994
2015,R4,2,95683,1535329,1631012,,33664,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Nov 13 2017 00:00:00 GMT-0500 (Eastern Standard Time),3894,"ARTHUR W. GREIG, ESQ., AS REFEREE",9103-3175 QUEBEC INC.,-,SINGLE RESIDENTIAL CONDO UNIT,2017111700385001,Fri Nov 17 2017 14:55:51 GMT-0500 (Eastern Standard Time)
DEED,Wed Jul 08 2015 00:00:00 GMT-0400 (Eastern Daylight Time),21386750,EXTELL WEST 57TH STREET LLC,CENTRAL PARK IMMOBILIER LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2015070900441002,Mon Jul 20 2015 11:19:01 GMT-0400 (Eastern Daylight Time)
