FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,47720,844680,892400,-0.0614,401580,-0.049
2025,R4,2,47720,903057,950777,-0.0316,422280,-0.0107
2024,R4,2,47720,934045,981765,0.001,426855,0.2726
2023,R4,2,47720,933113,980833,0.0002,335410,0.0282
2022,R4,2,47720,932900,980620,0.0005,326207,0.3012
2021,R4,2,47720,932412,980132,0.0142,250704,-0.0036
2020,R4,2,47720,918676,966396,-0.0004,251599,0.4296
2019,R4,2,47720,919048,966768,0.003,175988,0.0324
2018,R4,2,47720,916141,963861,-0.0503,170469,0.8749
2017,R4,2,47720,967186,1014906,0.1943,90922,0.0415
2016,R4,2,47720,802062,849782,0.0447,87296,4.1993
2015,R4,2,47720,765723,813443,,16790,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Jan 15 2014 00:00:00 GMT-0500 (Eastern Standard Time),6673038,EXTELL WEST 57TH STREET LLC,"CONDO 40C 157 WEST, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2014012300002001,
