FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,125082,2214029,2339111,-0.0614,1052600,-0.049
2025,R4,2,125082,2367045,2492127,-0.0316,1106859,-0.0107
2024,R4,2,125082,2448268,2573350,0.0009,1118853,0.2726
2023,R4,2,125082,2445826,2570908,0.0002,879160,0.0282
2022,R4,2,125082,2445268,2570350,0.0005,855038,0.3012
2021,R4,2,125082,2443988,2569070,0.0142,657134,-0.0036
2020,R4,2,125082,2407984,2533066,-0.0004,659476,0.4296
2019,R4,2,125082,2408960,2534042,0.003,461293,0.0324
2018,R4,2,125082,2401341,2526423,-0.0503,446825,0.8749
2017,R4,2,125082,2535138,2660220,0.1943,238320,0.0415
2016,R4,2,125082,2102321,2227403,0.0447,228815,4.1994
2015,R4,2,125082,2007072,2132154,,44008,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Jun 02 2021 00:00:00 GMT-0400 (Eastern Daylight Time),19193600,EXTELL WEST 57TH STREET LLC,15766B LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2021060700168001,Thu Jun 10 2021 17:36:03 GMT-0400 (Eastern Daylight Time)
