FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,126758,2243690,2370448,-0.0614,1066702,-0.049
2025,R4,2,126758,2398756,2525514,-0.0316,1121687,-0.0107
2024,R4,2,126758,2481067,2607825,0.0009,1133841,0.2726
2023,R4,2,126758,2478592,2605350,0.0002,890937,0.0282
2022,R4,2,126758,2478027,2604785,0.0005,866492,0.3012
2021,R4,2,126758,2476729,2603487,0.0142,665937,-0.0036
2020,R4,2,126758,2440244,2567002,-0.0004,668312,0.4296
2019,R4,2,126758,2441233,2567991,0.003,467474,0.0324
2018,R4,2,126758,2433512,2560270,-0.0503,452812,0.8749
2017,R4,2,126758,2569100,2695858,0.1943,241513,0.0415
2016,R4,2,126758,2130486,2257244,0.0447,231881,4.1994
2015,R4,2,126758,2033960,2160718,,44598,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Feb 27 2014 00:00:00 GMT-0500 (Eastern Standard Time),30041875,EXTELL WEST 57TH STREET LLC,EFSTALMAR LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2014030400073001,Thu Apr 03 2014 11:18:43 GMT-0400 (Eastern Daylight Time)
