FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,128750,2278954,2407704,-0.0614,1083467,-0.049
2025,R4,2,128750,2436456,2565206,-0.0316,1139317,-0.0107
2024,R4,2,128750,2520062,2648812,0.001,1151663,0.2726
2023,R4,2,128750,2517548,2646298,0.0002,904940,0.0282
2022,R4,2,128750,2516974,2645724,0.0005,880111,0.3012
2021,R4,2,128750,2515656,2644406,0.0142,676403,-0.0036
2020,R4,2,128750,2478597,2607347,-0.0004,678813,0.4296
2019,R4,2,128750,2479601,2608351,0.003,474820,0.0324
2018,R4,2,128750,2471759,2600509,-0.0503,459927,0.8749
2017,R4,2,128750,2609479,2738229,0.1943,245308,0.0415
2016,R4,2,128750,2163971,2292721,0.0447,235524,4.1994
2015,R4,2,128750,2065928,2194678,,45298,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri May 16 2014 00:00:00 GMT-0400 (Eastern Daylight Time),30449175,EXTELL WEST 57TH STREET LLC,L & HP FAMILY LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2014051901224001,
