FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,122290,2164594,2286884,-0.0614,1029098,-0.049
2025,R4,2,122290,2314193,2436483,-0.0316,1082146,-0.0107
2024,R4,2,122290,2393603,2515893,0.0009,1093872,0.2726
2023,R4,2,122290,2391216,2513506,0.0002,859530,0.0282
2022,R4,2,122290,2390670,2512960,0.0005,835947,0.3012
2021,R4,2,122290,2389418,2511708,0.0142,642461,-0.0036
2020,R4,2,122290,2354219,2476509,-0.0004,644751,0.4296
2019,R4,2,122290,2355173,2477463,0.003,450994,0.0324
2018,R4,2,122290,2347724,2470014,-0.0503,436849,0.8749
2017,R4,2,122290,2478533,2600823,0.1943,232999,0.0415
2016,R4,2,122290,2055381,2177671,0.0447,223707,4.1993
2015,R4,2,122290,1962257,2084547,,43026,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 09 2018 00:00:00 GMT-0500 (Eastern Standard Time),21500000,WEST 57 HUDSON LLC,XANTHOS INVESTMENTS LIMITED,-,SINGLE RESIDENTIAL CONDO UNIT,2018031401040001,Fri Mar 16 2018 15:59:03 GMT-0400 (Eastern Daylight Time)
DEED,Wed Oct 01 2014 00:00:00 GMT-0400 (Eastern Daylight Time),27127160,EXTELL WEST 57TH STREET LLC,WEST 57 HUDSON LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2014100600376001,Wed Oct 08 2014 18:07:46 GMT-0400 (Eastern Daylight Time)
