FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,211158,3737616,3948774,-0.0614,1776948,-0.049
2025,R4,2,211158,3995929,4207087,-0.0316,1868547,-0.0107
2024,R4,2,211158,4133047,4344205,0.0009,1888794,0.2726
2023,R4,2,211158,4128924,4340082,0.0002,1484155,0.0282
2022,R4,2,211158,4127982,4339140,0.0005,1443435,0.3012
2021,R4,2,211158,4125821,4336979,0.0142,1109342,-0.0036
2020,R4,2,211158,4065042,4276200,-0.0004,1113296,0.4296
2019,R4,2,211158,4066689,4277847,0.003,778733,0.0324
2018,R4,2,211158,4053827,4264985,-0.0503,754309,0.8749
2017,R4,2,211158,4279696,4490854,0.1943,402321,0.0415
2016,R4,2,211158,3549037,3760195,0.0447,386275,4.1993
2015,R4,2,211158,3388241,3599399,,74293,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Dec 18 2014 00:00:00 GMT-0500 (Eastern Standard Time),52952500,EXTELL WEST 57TH STREET LLC,TOWER 84 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2014122600075001,Tue Dec 30 2014 14:50:10 GMT-0500 (Eastern Standard Time)
