FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,51575,912900,964475,-0.0614,434014,-0.049
2025,R4,2,51575,975992,1027567,-0.0316,456385,-0.0107
2024,R4,2,51575,1009482,1061057,0.0009,461330,0.2726
2023,R4,2,51575,1008476,1060051,0.0002,362499,0.0282
2022,R4,2,51575,1008246,1059821,0.0005,352553,0.3012
2021,R4,2,51575,1007718,1059293,0.0142,270952,-0.0036
2020,R4,2,51575,992872,1044447,-0.0004,271920,0.4296
2019,R4,2,51575,993275,1044850,0.003,190201,0.0324
2018,R4,2,51575,990133,1041708,-0.0503,184237,0.8749
2017,R4,2,51575,1045301,1096876,0.1943,98265,0.0415
2016,R4,2,51575,866840,918415,0.0447,94346,4.1996
2015,R4,2,51575,827566,879141,,18145,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Mar 31 2014 00:00:00 GMT-0400 (Eastern Daylight Time),9116838,EXTELL WEST 57TH STREET LLC,LSF 57 US CORP.,-,SINGLE RESIDENTIAL CONDO UNIT,2014040800398001,Fri Apr 11 2014 16:03:05 GMT-0400 (Eastern Daylight Time)
