FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,50997,902683,953680,-0.0614,429156,-0.049
2025,R4,2,50997,965069,1016066,-0.0316,451278,-0.0107
2024,R4,2,50997,998185,1049182,0.001,456167,0.2726
2023,R4,2,50997,997189,1048186,0.0002,358442,0.0282
2022,R4,2,50997,996962,1047959,0.0005,348608,0.3012
2021,R4,2,50997,996440,1047437,0.0142,267919,-0.0035
2020,R4,2,50997,981761,1032758,-0.0004,268873,0.4296
2019,R4,2,50997,982159,1033156,0.003,188072,0.0324
2018,R4,2,50997,979052,1030049,-0.0503,182175,0.8749
2017,R4,2,50997,1033602,1084599,0.1943,97165,0.0415
2016,R4,2,50997,857139,908136,0.0447,93290,4.1995
2015,R4,2,50997,818305,869302,,17942,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Jun 13 2014 00:00:00 GMT-0400 (Eastern Daylight Time),7945850,EXTELL WEST 57TH STREET LLC,TAHIR,-,SINGLE RESIDENTIAL CONDO UNIT,2014061706208002,Fri Jul 11 2014 09:55:11 GMT-0400 (Eastern Daylight Time)
