FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,55038,974199,1029237,-0.0614,463157,-0.049
2025,R4,2,55038,1041528,1096566,-0.0316,487030,-0.0107
2024,R4,2,55038,1077267,1132305,0.0009,492307,0.2726
2023,R4,2,55038,1076193,1131231,0.0002,386841,0.0282
2022,R4,2,55038,1075947,1130985,0.0005,376226,0.3012
2021,R4,2,55038,1075384,1130422,0.0142,289147,-0.0036
2020,R4,2,55038,1059542,1114580,-0.0004,290179,0.4296
2019,R4,2,55038,1059971,1115009,0.003,202976,0.0324
2018,R4,2,55038,1056619,1111657,-0.0503,196609,0.8749
2017,R4,2,55038,1115491,1170529,0.1943,104864,0.0415
2016,R4,2,55038,925047,980085,0.0447,100682,4.1994
2015,R4,2,55038,883135,938173,,19364,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Jul 20 2018 00:00:00 GMT-0400 (Eastern Daylight Time),7200000,157 40F LLC,CJA NYC ONE57 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2018072600725001,Tue Jul 31 2018 16:53:17 GMT-0400 (Eastern Daylight Time)
DEED,Thu Nov 12 2015 00:00:00 GMT-0500 (Eastern Standard Time),9778700,EXTELL WEST 57TH STREET LLC,157 40F LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2015112400309001,Mon Nov 30 2015 16:48:46 GMT-0500 (Eastern Standard Time)
