FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,51891,918503,970394,-0.0614,436677,-0.049
2025,R4,2,51891,981982,1033873,-0.0316,459186,-0.0107
2024,R4,2,51891,1015678,1067569,0.0009,464162,0.2726
2023,R4,2,51891,1014665,1066556,0.0002,364723,0.0282
2022,R4,2,51891,1014433,1066324,0.0005,354716,0.3012
2021,R4,2,51891,1013902,1065793,0.0142,272614,-0.0036
2020,R4,2,51891,998966,1050857,-0.0004,273589,0.4296
2019,R4,2,51891,999371,1051262,0.003,191370,0.0324
2018,R4,2,51891,996210,1048101,-0.0503,185368,0.8749
2017,R4,2,51891,1051716,1103607,0.1943,98869,0.0415
2016,R4,2,51891,872160,924051,0.0447,94925,4.1994
2015,R4,2,51891,832645,884536,,18257,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon May 05 2014 00:00:00 GMT-0400 (Eastern Daylight Time),8073131,EXTELL WEST 57TH STREET LLC,"PROFESSIONAL LEASING AND CONSULTING, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2014051200382001,Thu May 22 2014 14:12:08 GMT-0400 (Eastern Daylight Time)
