FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,47758,845339,893097,-0.0614,401894,-0.049
2025,R4,2,47758,903761,951519,-0.0316,422609,-0.0107
2024,R4,2,47758,934773,982531,0.0009,427190,0.2726
2023,R4,2,47758,933841,981599,0.0002,335672,0.0282
2022,R4,2,47758,933628,981386,0.0005,326461,0.3012
2021,R4,2,47758,933139,980897,0.0142,250900,-0.0036
2020,R4,2,47758,919393,967151,-0.0004,251794,0.4296
2019,R4,2,47758,919765,967523,0.003,176126,0.0324
2018,R4,2,47758,916856,964614,-0.0503,170603,0.8749
2017,R4,2,47758,967941,1015699,0.1943,90994,0.0416
2016,R4,2,47758,802688,850446,0.0447,87364,4.1993
2015,R4,2,47758,766320,814078,,16803,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Aug 09 2018 00:00:00 GMT-0400 (Eastern Daylight Time),5900000,OCEANA 57 LLC,G&J BROTHERS CORP.,-,SINGLE RESIDENTIAL CONDO UNIT,2018081401264001,Fri Aug 17 2018 11:10:18 GMT-0400 (Eastern Daylight Time)
DEED,Wed Mar 25 2015 00:00:00 GMT-0400 (Eastern Daylight Time),5552963,EXTELL WEST 57TH STREET LLC,OCEANA 57 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2015032700771001,
