FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,78330,1386487,1464817,-0.0614,659168,-0.049
2025,R4,2,78330,1482310,1560640,-0.0316,693146,-0.0107
2024,R4,2,78330,1533174,1611504,0.0009,700656,0.2726
2023,R4,2,78330,1531645,1609975,0.0002,550554,0.0282
2022,R4,2,78330,1531295,1609625,0.0005,535448,0.3012
2021,R4,2,78330,1530494,1608824,0.0142,411515,-0.0036
2020,R4,2,78330,1507947,1586277,-0.0004,412983,0.4296
2019,R4,2,78330,1508559,1586889,0.003,288874,0.0324
2018,R4,2,78330,1503787,1582117,-0.0503,279815,0.8749
2017,R4,2,78330,1587574,1665904,0.1943,149243,0.0415
2016,R4,2,78330,1316533,1394863,0.0447,143290,4.1994
2015,R4,2,78330,1256885,1335215,,27559,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Sep 18 2023 00:00:00 GMT-0400 (Eastern Daylight Time),10703500,EXTELL WEST 57TH STREET LLC,HUNDREDFOLD 157 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023091900081001,Tue Sep 19 2023 14:00:48 GMT-0400 (Eastern Daylight Time)
