FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,56993,1268138,1325131,-0.053,584403,-0.0289
2025,R4,2,56993,1342296,1399289,0.0085,601778,-0.0039
2024,R4,2,56993,1330560,1387553,0.0065,604142,0.2736
2023,R4,2,56993,1321541,1378534,0.019,474347,0.0298
2022,R4,2,56993,1295777,1352770,-0.0507,460628,0.3077
2021,R4,2,56993,1367985,1424978,0.0338,352245,0.0203
2020,R4,2,56993,1321388,1378381,0.0047,345220,0.4519
2019,R4,2,56993,1314966,1371959,0.022,237768,0.0454
2018,R4,2,56993,1285379,1342372,,227451,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Aug 15 2016 00:00:00 GMT-0400 (Eastern Daylight Time),9833750,EXTELL WEST 57TH STREET LLC,ANGEL & TIGER LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2016082901061001,Fri Sep 02 2016 11:49:48 GMT-0400 (Eastern Daylight Time)
