FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,121359,2148116,2269475,-0.0614,1021264,-0.049
2025,R4,2,121359,2296576,2417935,-0.0316,1073908,-0.0107
2024,R4,2,121359,2375381,2496740,0.0009,1085545,0.2726
2023,R4,2,121359,2373012,2494371,0.0002,852986,0.0282
2022,R4,2,121359,2372471,2493830,0.0005,829583,0.3012
2021,R4,2,121359,2371228,2492587,0.0142,637570,-0.0036
2020,R4,2,121359,2336297,2457656,-0.0004,639842,0.4296
2019,R4,2,121359,2337244,2458603,0.003,447560,0.0324
2018,R4,2,121359,2329852,2451211,-0.0503,433523,0.8749
2017,R4,2,121359,2459665,2581024,0.1943,231225,0.0415
2016,R4,2,121359,2039734,2161093,0.0447,222003,4.1994
2015,R4,2,121359,1947319,2068678,,42698,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 26 2021 00:00:00 GMT-0400 (Eastern Daylight Time),16845875,EXTELL WEST 57TH STREET LLC,BTNYC LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2021040601149001,Fri Apr 09 2021 10:13:23 GMT-0400 (Eastern Daylight Time)
