FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,120428,2131638,2252066,-0.0614,1013430,-0.049
2025,R4,2,120428,2278959,2399387,-0.0316,1065670,-0.0107
2024,R4,2,120428,2357160,2477588,0.001,1077217,0.2726
2023,R4,2,120428,2354808,2475236,0.0002,846443,0.0282
2022,R4,2,120428,2354271,2474699,0.0005,823218,0.3012
2021,R4,2,120428,2353039,2473467,0.0142,632679,-0.0036
2020,R4,2,120428,2318375,2438803,-0.0004,634933,0.4296
2019,R4,2,120428,2319315,2439743,0.003,444126,0.0324
2018,R4,2,120428,2311979,2432407,-0.0503,430197,0.8749
2017,R4,2,120428,2440796,2561224,0.1943,229452,0.0415
2016,R4,2,120428,2024087,2144515,0.0447,220301,4.1993
2015,R4,2,120428,1932381,2052809,,42371,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Sep 27 2019 00:00:00 GMT-0400 (Eastern Daylight Time),19913000,"DOIT HOSPITALITY DELAWARE, LLC",61B 57TH STREET LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2019100700664001,Thu Oct 10 2019 11:39:04 GMT-0400 (Eastern Daylight Time)
DEED,Wed Jun 27 2018 00:00:00 GMT-0400 (Eastern Daylight Time),23533632,EXTELL WEST 57TH STREET LLC,DOIT HOSPITALITY DELAWARE LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2018062901224001,Fri Jul 06 2018 11:42:38 GMT-0400 (Eastern Daylight Time)
