FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,30945,547740,578685,-0.0614,260408,-0.049
2025,R4,2,30945,585595,616540,-0.0316,273830,-0.0107
2024,R4,2,30945,605689,636634,0.0009,276797,0.2726
2023,R4,2,30945,605085,636030,0.0002,217498,0.0282
2022,R4,2,30945,604947,635892,0.0005,211530,0.3012
2021,R4,2,30945,604631,635576,0.0142,162571,-0.0035
2020,R4,2,30945,595723,626668,-0.0004,163149,0.4296
2019,R4,2,30945,595965,626910,0.003,114120,0.0324
2018,R4,2,30945,594080,625025,-0.0503,110542,0.8749
2017,R4,2,30945,627181,658126,0.1943,58960,0.0415
2016,R4,2,30945,520104,551049,0.0447,56608,4.1991
2015,R4,2,30945,496539,527484,,10888,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Jun 29 2023 00:00:00 GMT-0400 (Eastern Daylight Time),3500000,EXTELL WEST 57TH STREET LLC,ONE 57 40 E LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023071800119001,Thu Jul 20 2023 15:04:45 GMT-0400 (Eastern Daylight Time)
DEED,Wed Feb 06 2019 00:00:00 GMT-0500 (Eastern Standard Time),3869350,"A&R BIG APPLE, LLC",EXTELL WEST 57TH STREET LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2019020700998001,Thu Feb 14 2019 10:54:32 GMT-0500 (Eastern Standard Time)
DEED,Wed May 17 2017 00:00:00 GMT-0400 (Eastern Daylight Time),3800000,NY NEW RISING REALTY LLC,A&R BIG APPLE LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2017052500727001,Wed May 31 2017 14:43:07 GMT-0400 (Eastern Daylight Time)
DEED,Wed May 27 2015 00:00:00 GMT-0400 (Eastern Daylight Time),4636538,EXTELL WEST 57TH STREET LLC,NY NEW RISING REALTY LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2015060201014001,Tue Jun 09 2015 15:24:55 GMT-0400 (Eastern Daylight Time)
