FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,56862,1265238,1322100,-0.053,583066,-0.0289
2025,R4,2,56862,1339226,1396088,0.0085,600403,-0.0039
2024,R4,2,56862,1327518,1384380,0.0065,602760,0.2736
2023,R4,2,56862,1318519,1375381,0.019,473262,0.0298
2022,R4,2,56862,1292814,1349676,-0.0507,459575,0.3077
2021,R4,2,56862,1364857,1421719,0.0338,351439,0.0203
2020,R4,2,56862,1318366,1375228,0.0047,344431,0.4519
2019,R4,2,56862,1311959,1368821,0.022,237224,0.0454
2018,R4,2,56862,1282440,1339302,,226931,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Sep 09 2020 00:00:00 GMT-0400 (Eastern Daylight Time),7965350,EXTELL WEST 57TH STREET LLC,RESIDENTIALBOARDOFMANAGERSOFTHE157WEST57THST.CONDO,-,SINGLE RESIDENTIAL CONDO UNIT,2020091501314001,
