FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,216409,3830554,4046963,-0.0614,1821133,-0.049
2025,R4,2,216409,4095290,4311699,-0.0316,1915009,-0.0107
2024,R4,2,216409,4235817,4452226,0.0009,1935761,0.2726
2023,R4,2,216409,4231592,4448001,0.0002,1521060,0.0282
2022,R4,2,216409,4230627,4447036,0.0005,1479327,0.3012
2021,R4,2,216409,4228412,4444821,0.0142,1136927,-0.0036
2020,R4,2,216409,4166121,4382530,-0.0004,1140979,0.4296
2019,R4,2,216409,4167810,4384219,0.003,798097,0.0324
2018,R4,2,216409,4154628,4371037,-0.0503,773066,0.8749
2017,R4,2,216409,4386113,4602522,0.1943,412325,0.0415
2016,R4,2,216409,3637285,3853694,0.0447,395880,4.1994
2015,R4,2,216409,3472491,3688900,,76140,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue Nov 21 2023 00:00:00 GMT-0500 (Eastern Standard Time),31500000,OFS PROPERTY LLC,157W57/88 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023112700322001,Tue Nov 28 2023 16:25:26 GMT-0500 (Eastern Standard Time)
DEED,Fri May 29 2020 00:00:00 GMT-0400 (Eastern Daylight Time),28000000,"PAC AIR, L.L.C.",OFS PROPERTY LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020060300866001,Thu Jun 04 2020 09:07:45 GMT-0400 (Eastern Daylight Time)
DEED,Thu Sep 10 2015 00:00:00 GMT-0400 (Eastern Daylight Time),-,PAC WHOLLY OWN LLC,"PAC AIR, L.L.C.",-,SINGLE RESIDENTIAL CONDO UNIT,2015092100966001,Fri Sep 25 2015 15:54:38 GMT-0400 (Eastern Daylight Time)
DEED,Wed Mar 18 2015 00:00:00 GMT-0400 (Eastern Daylight Time),47367491,EXTELL WEST 57TH STREET LLC,"PAC WHOLLY OWN, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2015032400199001,Tue Apr 07 2015 13:47:26 GMT-0400 (Eastern Daylight Time)
