FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,46399,1032408,1078807,-0.053,475769,-0.0289
2025,R4,2,46399,1092780,1139179,0.0085,489916,-0.0039
2024,R4,2,46399,1083227,1129626,0.0065,491839,0.2736
2023,R4,2,46399,1075884,1122283,0.019,386172,0.0298
2022,R4,2,46399,1054909,1101308,-0.0507,375003,0.3077
2021,R4,2,46399,1113695,1160094,0.0338,286767,0.0203
2020,R4,2,46399,1075759,1122158,0.0047,281050,0.4519
2019,R4,2,46399,1070531,1116930,0.022,193571,0.0454
2018,R4,2,46399,1046444,1092843,,185171,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Dec 22 2016 00:00:00 GMT-0500 (Eastern Standard Time),6605809,EXTELL WEST 57TH STREET LLC,ONE FIFTY SEVEN 37 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2016122900769001,Wed Jan 11 2017 12:37:47 GMT-0500 (Eastern Standard Time)
