FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,87193,1543361,1630554,-0.0614,733749,-0.049
2025,R4,2,87193,1650025,1737218,-0.0316,771571,-0.0107
2024,R4,2,87193,1706645,1793838,0.001,779933,0.2726
2023,R4,2,87193,1704942,1792135,0.0002,612847,0.0282
2022,R4,2,87193,1704554,1791747,0.0005,596031,0.3012
2021,R4,2,87193,1703661,1790854,0.0142,458076,-0.0036
2020,R4,2,87193,1678564,1765757,-0.0004,459710,0.4296
2019,R4,2,87193,1679244,1766437,0.003,321558,0.0324
2018,R4,2,87193,1673933,1761126,-0.0503,311473,0.8749
2017,R4,2,87193,1767200,1854393,0.1943,166128,0.0415
2016,R4,2,87193,1465491,1552684,0.0447,159503,4.1994
2015,R4,2,87193,1399094,1486287,,30677,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Dec 15 2021 00:00:00 GMT-0500 (Eastern Standard Time),11500000,UNIT 45 HOLDING LLC,"19 RIO VISTA DRIVE, LLC; CYRUS, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2021122700129001,Thu Jan 06 2022 11:39:26 GMT-0500 (Eastern Standard Time)
DEED,Thu Mar 26 2015 00:00:00 GMT-0400 (Eastern Daylight Time),17313750,EXTELL WEST 57TH STREET LLC,"UNIT 45C HOLDING, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2015040700310001,Wed Apr 15 2015 15:48:18 GMT-0400 (Eastern Daylight Time)
