FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,94920,1680131,1775051,-0.0614,798773,-0.049
2025,R4,2,94920,1796248,1891168,-0.0316,839947,-0.0107
2024,R4,2,94920,1857885,1952805,0.0009,849049,0.2726
2023,R4,2,94920,1856032,1950952,0.0002,667156,0.0282
2022,R4,2,94920,1855609,1950529,0.0005,648851,0.3012
2021,R4,2,94920,1854637,1949557,0.0142,498671,-0.0036
2020,R4,2,94920,1827315,1922235,-0.0004,500448,0.4296
2019,R4,2,94920,1828056,1922976,0.003,350056,0.0324
2018,R4,2,94920,1822274,1917194,-0.0503,339077,0.8749
2017,R4,2,94920,1923807,2018727,0.1943,180851,0.0415
2016,R4,2,94920,1595361,1690281,0.0447,173638,4.1994
2015,R4,2,94920,1523080,1618000,,33396,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 27 2015 00:00:00 GMT-0400 (Eastern Daylight Time),22405000,EXTELL WEST 57TH STREET LLC,PLATINUM HIDEAWAY LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2015040900094001,
