FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,85647,1516007,1601654,-0.0614,720744,-0.049
2025,R4,2,85647,1620781,1706428,-0.0316,757896,-0.0107
2024,R4,2,85647,1676397,1762044,0.0009,766108,0.2726
2023,R4,2,85647,1674725,1760372,0.0002,601984,0.0282
2022,R4,2,85647,1674343,1759990,0.0005,585468,0.3012
2021,R4,2,85647,1673466,1759113,0.0142,449958,-0.0036
2020,R4,2,85647,1648813,1734460,-0.0004,451561,0.4296
2019,R4,2,85647,1649482,1735129,0.003,315860,0.0324
2018,R4,2,85647,1644265,1729912,-0.0503,305953,0.8749
2017,R4,2,85647,1735879,1821526,0.1943,163185,0.0415
2016,R4,2,85647,1439518,1525165,0.0447,156676,4.1993
2015,R4,2,85647,1374298,1459945,,30134,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue Nov 12 2019 00:00:00 GMT-0500 (Eastern Standard Time),14799449,EXTELL WEST 57TH STREET LLC,V FIVE LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2019111400752001,Wed Nov 20 2019 15:19:53 GMT-0500 (Eastern Standard Time)
