FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,55019,973870,1028889,-0.0614,463001,-0.049
2025,R4,2,55019,1041175,1096194,-0.0316,486866,-0.0107
2024,R4,2,55019,1076903,1131922,0.0009,492141,0.2726
2023,R4,2,55019,1075829,1130848,0.0002,386709,0.0282
2022,R4,2,55019,1075583,1130602,0.0005,376099,0.3012
2021,R4,2,55019,1075020,1130039,0.0142,289048,-0.0036
2020,R4,2,55019,1059183,1114202,-0.0004,290081,0.4296
2019,R4,2,55019,1059613,1114632,0.003,202906,0.0324
2018,R4,2,55019,1056261,1111280,-0.0503,196542,0.8749
2017,R4,2,55019,1115113,1170132,0.1943,104829,0.0415
2016,R4,2,55019,924734,979753,0.0447,100648,4.1993
2015,R4,2,55019,882837,937856,,19358,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Oct 01 2014 00:00:00 GMT-0400 (Eastern Daylight Time),8819874,EXTELL WEST 57TH STREET LLC,5T'S ASSET LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2014101400657001,Tue Oct 21 2014 12:08:58 GMT-0400 (Eastern Daylight Time)
