FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,88738,1570715,1659453,-0.0614,746754,-0.049
2025,R4,2,88738,1679270,1768008,-0.0316,785247,-0.0107
2024,R4,2,88738,1736893,1825631,0.001,793756,0.2726
2023,R4,2,88738,1735160,1823898,0.0002,623708,0.0282
2022,R4,2,88738,1734764,1823502,0.0005,606595,0.3012
2021,R4,2,88738,1733856,1822594,0.0142,466194,-0.0036
2020,R4,2,88738,1708314,1797052,-0.0004,467859,0.4296
2019,R4,2,88738,1709006,1797744,0.003,327259,0.0324
2018,R4,2,88738,1703601,1792339,-0.0503,316996,0.8749
2017,R4,2,88738,1798521,1887259,0.1943,169074,0.0415
2016,R4,2,88738,1491465,1580203,0.0447,162331,4.1993
2015,R4,2,88738,1423892,1512630,,31222,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Feb 17 2022 00:00:00 GMT-0500 (Eastern Standard Time),13468831,EXTELL WEST 57TH STREET LLC,157 WEST PROPERTY LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022021800251001,Thu Feb 24 2022 17:41:36 GMT-0500 (Eastern Standard Time)
