FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,86429,1529849,1616278,-0.0614,727325,-0.049
2025,R4,2,86429,1635579,1722008,-0.0316,764817,-0.0107
2024,R4,2,86429,1691703,1778132,0.0009,773104,0.2726
2023,R4,2,86429,1690016,1776445,0.0002,607481,0.0282
2022,R4,2,86429,1689630,1776059,0.0005,590813,0.3012
2021,R4,2,86429,1688745,1775174,0.0142,454065,-0.0036
2020,R4,2,86429,1663868,1750297,-0.0004,455685,0.4296
2019,R4,2,86429,1664542,1750971,0.003,318744,0.0324
2018,R4,2,86429,1659277,1745706,-0.0503,308748,0.8749
2017,R4,2,86429,1751728,1838157,0.1943,164675,0.0415
2016,R4,2,86429,1452661,1539090,0.0447,158107,4.1993
2015,R4,2,86429,1386846,1473275,,30409,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Dec 02 2015 00:00:00 GMT-0500 (Eastern Standard Time),17008275,EXTELL WEST 57TH STREET LLC,COCO HOLDINGS LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2015120700014001,Thu Dec 10 2015 10:49:53 GMT-0500 (Eastern Standard Time)
