FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,32974,733705,766679,-0.053,338116,-0.0289
2025,R4,2,32974,776611,809585,0.0085,348169,-0.0039
2024,R4,2,32974,769821,802795,0.0065,349537,0.2736
2023,R4,2,32974,764603,797577,0.019,274442,0.0298
2022,R4,2,32974,749696,782670,-0.0507,266504,0.3077
2021,R4,2,32974,791474,824448,0.0338,203797,0.0203
2020,R4,2,32974,764514,797488,0.0047,199735,0.4519
2019,R4,2,32974,760799,793773,0.022,137565,0.0454
2018,R4,2,32974,743681,776655,,131597,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Mar 27 2023 00:00:00 GMT-0400 (Eastern Daylight Time),3589840,EXTELL WEST 57TH STREET II LLC,FRANKLIN ONE57 32E LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023032900401001,Thu Mar 30 2023 12:47:33 GMT-0400 (Eastern Daylight Time)
DEED,Mon Jun 29 2020 00:00:00 GMT-0400 (Eastern Daylight Time),-,EXTELL WEST 57TH STREET LLC,EXTELL WEST 57TH STREET II LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020070200773001,
