FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,133740,2367278,2501018,-0.0614,1125458,-0.049
2025,R4,2,133740,2530884,2664624,-0.0316,1183472,-0.0107
2024,R4,2,133740,2617730,2751470,0.0009,1196297,0.2726
2023,R4,2,133740,2615119,2748859,0.0002,940012,0.0282
2022,R4,2,133740,2614522,2748262,0.0005,914221,0.3012
2021,R4,2,133740,2613153,2746893,0.0142,702618,-0.0036
2020,R4,2,133740,2574658,2708398,-0.0004,705124,0.4296
2019,R4,2,133740,2575701,2709441,0.003,493222,0.0324
2018,R4,2,133740,2567555,2701295,-0.0503,477752,0.8749
2017,R4,2,133740,2710612,2844352,0.1943,254816,0.0415
2016,R4,2,133740,2247838,2381578,0.0447,244653,4.1994
2015,R4,2,133740,2145995,2279735,,47054,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri May 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),17220000,"ONE57 66A, LLC",E-BRIGHT HOLDING LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020051501008001,Mon May 18 2020 09:06:22 GMT-0400 (Eastern Daylight Time)
DEED,Tue Oct 14 2014 00:00:00 GMT-0400 (Eastern Daylight Time),29533450,EXTELL WEST 57TH STREET LLC,"ONE57 66A, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2014102000130002,
