FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,146271,2589076,2735347,-0.0614,1230906,-0.049
2025,R4,2,146271,2768012,2914283,-0.0316,1294357,-0.0107
2024,R4,2,146271,2862994,3009265,0.0009,1308383,0.2726
2023,R4,2,146271,2860138,3006409,0.0002,1028086,0.0282
2022,R4,2,146271,2859486,3005757,0.0005,999877,0.3012
2021,R4,2,146271,2857989,3004260,0.0142,768450,-0.0036
2020,R4,2,146271,2815886,2962157,-0.0004,771190,0.4296
2019,R4,2,146271,2817028,2963299,0.003,539434,0.0324
2018,R4,2,146271,2808118,2954389,-0.0503,522516,0.8749
2017,R4,2,146271,2964579,3110850,0.1943,278691,0.0415
2016,R4,2,146271,2458446,2604717,0.0447,267575,4.1994
2015,R4,2,146271,2347061,2493332,,51463,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue May 08 2018 00:00:00 GMT-0400 (Eastern Daylight Time),24441500,EXTELL WEST 57TH STREET LLC,ONE57 52B LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2018051100503001,Tue May 15 2018 16:54:14 GMT-0400 (Eastern Daylight Time)
