FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,205610,3639406,3845016,-0.0614,1730258,-0.049
2025,R4,2,205610,3890931,4096541,-0.0316,1819449,-0.0107
2024,R4,2,205610,4024446,4230056,0.001,1839165,0.2726
2023,R4,2,205610,4020431,4226041,0.0002,1445159,0.0282
2022,R4,2,205610,4019514,4225124,0.0005,1405507,0.3012
2021,R4,2,205610,4017410,4223020,0.0142,1080192,-0.0036
2020,R4,2,205610,3958227,4163837,-0.0004,1084045,0.4296
2019,R4,2,205610,3959832,4165442,0.003,758273,0.0324
2018,R4,2,205610,3947308,4152918,-0.0503,734489,0.8749
2017,R4,2,205610,4167241,4372851,0.1943,391750,0.0415
2016,R4,2,205610,3455781,3661391,0.0447,376125,4.1993
2015,R4,2,205610,3299210,3504820,,72341,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Nov 10 2014 00:00:00 GMT-0500 (Eastern Standard Time),52952500,EXTELL WEST 57TH STREET LLC,LAPUSNY INC.,-,SINGLE RESIDENTIAL CONDO UNIT,2014111400175002,Sat Nov 22 2014 11:41:14 GMT-0500 (Eastern Standard Time)
