FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,131748,2332014,2463762,-0.0614,1108693,-0.049
2025,R4,2,131748,2493184,2624932,-0.0316,1165844,-0.0107
2024,R4,2,131748,2578736,2710484,0.001,1178477,0.2726
2023,R4,2,131748,2576163,2707911,0.0002,926009,0.0282
2022,R4,2,131748,2575576,2707324,0.0005,900602,0.3012
2021,R4,2,131748,2574227,2705975,0.0142,692152,-0.0036
2020,R4,2,131748,2536305,2668053,-0.0004,694620,0.4296
2019,R4,2,131748,2537333,2669081,0.003,485876,0.0324
2018,R4,2,131748,2529308,2661056,-0.0503,470637,0.8749
2017,R4,2,131748,2670234,2801982,0.1943,251021,0.0415
2016,R4,2,131748,2214354,2346102,0.0447,241009,4.1993
2015,R4,2,131748,2114028,2245776,,46354,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Dec 01 2014 00:00:00 GMT-0500 (Eastern Standard Time),24843664,EXTELL WEST 57TH STREET LLC,GMF 157 LP,-,SINGLE RESIDENTIAL CONDO UNIT,2014120800942001,Tue Dec 09 2014 10:10:25 GMT-0500 (Eastern Standard Time)
