FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,49657,878955,928612,-0.0614,417876,-0.049
2025,R4,2,49657,939700,989357,-0.0316,439415,-0.0107
2024,R4,2,49657,971946,1021603,0.001,444176,0.2726
2023,R4,2,49657,970976,1020633,0.0002,349019,0.0282
2022,R4,2,49657,970755,1020412,0.0005,339443,0.3012
2021,R4,2,49657,970246,1019903,0.0142,260877,-0.0036
2020,R4,2,49657,955953,1005610,-0.0004,261809,0.4296
2019,R4,2,49657,956341,1005998,0.003,183131,0.0324
2018,R4,2,49657,953316,1002973,-0.0503,177387,0.8749
2017,R4,2,49657,1006432,1056089,0.1943,94612,0.0415
2016,R4,2,49657,834607,884264,0.0447,90838,4.1994
2015,R4,2,49657,796794,846451,,17471,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Mar 05 2014 00:00:00 GMT-0500 (Eastern Standard Time),7283988,EXTELL WEST 57TH STREET LLC,METTY PROPERTIES LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2014031300430001,
