FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,132753,2349811,2482564,-0.0614,1117154,-0.049
2025,R4,2,132753,2512210,2644963,-0.0316,1174740,-0.0107
2024,R4,2,132753,2598415,2731168,0.0009,1187470,0.2726
2023,R4,2,132753,2595823,2728576,0.0002,933077,0.0282
2022,R4,2,132753,2595231,2727984,0.0005,907475,0.3012
2021,R4,2,132753,2593872,2726625,0.0142,697434,-0.0036
2020,R4,2,132753,2555661,2688414,-0.0004,699920,0.4296
2019,R4,2,132753,2556697,2689450,0.003,489583,0.0324
2018,R4,2,132753,2548610,2681363,-0.0503,474228,0.8749
2017,R4,2,132753,2690612,2823365,0.1943,252936,0.0415
2016,R4,2,132753,2231252,2364005,0.0447,242848,4.1994
2015,R4,2,132753,2130161,2262914,,46707,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Apr 13 2017 00:00:00 GMT-0400 (Eastern Daylight Time),22500000,ONE57 65A LLC,WEIV LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2017042701101001,Mon May 01 2017 10:06:01 GMT-0400 (Eastern Daylight Time)
DEED,Tue Dec 23 2014 00:00:00 GMT-0500 (Eastern Standard Time),29329100,EXTELL WEST 57TH STREET LLC,ONE57 65A LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2014122600112001,Wed Mar 04 2015 11:14:21 GMT-0500 (Eastern Standard Time)
